,MinTemp,MaxTemp,Precipitation,ReferenceET,Date,co2ppm
0,8.525238,9.053406,1.9359024823643267,0.15494724398396154,2040-01-01,483.983
1,8.553497,12.59494,4.629203164950013,0.6292005410249075,2040-01-02,483.983
2,12.7438965,16.556915,1.1725436488632113,0.5492561458841799,2040-01-03,483.983
3,8.134735,14.94455,0.64230475545628,1.2352568245176716,2040-01-04,483.983
4,6.493927,8.662994,0.18211290953331627,0.3550390951235656,2040-01-05,483.983
5,6.214691,9.950836,8.892115065827966,0.40509307886640855,2040-01-06,483.983
6,7.7760925,9.815094,4.497500939760357,0.6393343754761687,2040-01-07,483.983
7,7.0275574,9.104889,2.6772856945171952,0.3565806559504019,2040-01-08,483.983
8,4.991272,8.838989,4.824193683452904,0.45163147262185427,2040-01-09,483.983
9,4.740082,7.5628967,1.8429658259265125,0.5355273059165065,2040-01-10,483.983
10,7.615326,12.534729,3.845092048868537,0.5761733029305836,2040-01-11,483.983
11,7.0121765,10.537994,3.180147707462311,0.5808621786492694,2040-01-12,483.983
12,7.3393555,9.616455,4.860500944778323,0.3654539464612269,2040-01-13,483.983
13,5.2053833,7.596161,1.4593878295272589,0.3879864222955345,2040-01-14,483.983
14,5.146698,7.00589,5.732638388872147,0.25317910820564055,2040-01-15,483.983
15,5.814209,8.082336,5.263966368511319,0.5445981773570311,2040-01-16,483.983
16,5.913727,9.780548,1.1813153367256746,0.9012031968556032,2040-01-17,483.983
17,5.895935,7.0014954,1.6916724212933332,0.24825149959689058,2040-01-18,483.983
18,4.4265137,7.063751,1.013664176571183,0.7922429590430674,2040-01-19,483.983
19,3.88562,6.627289,4.535049456171691,0.3853189094607351,2040-01-20,483.983
20,4.1779785,12.165436,1.353755732998252,0.8046086526141921,2040-01-21,483.983
21,7.519806,12.10788,1.9070881709922105,0.6895037649379396,2040-01-22,483.983
22,7.753418,13.254089,12.035394133999944,0.6340634197897319,2040-01-23,483.983
23,5.6987915,8.327179,0.0005988689991909268,0.848373134338339,2040-01-24,483.983
24,3.8311157,6.8106995,1.4876964660182068e-06,0.7888069690247625,2040-01-25,483.983
25,3.1465454,5.096649,0.04941547904309118,0.8026095988346599,2040-01-26,483.983
26,3.042572,4.645294,0.02186905658163596,0.48955126929746673,2040-01-27,483.983
27,4.296814,7.088806,3.36103179724887,0.34229960068147597,2040-01-28,483.983
28,5.238983,7.583374,1.4683851215522736,0.4694542892880412,2040-01-29,483.983
29,6.4344788,12.170685,2.9617704218253493,0.6469098116516068,2040-01-30,483.983
