Tmin(C) Tmax(C) Prcp(mm) Et0(mm) Day Month Year
2.65 9.37 4.9 0.8729398130236734 1 1 1991
5.99 10.8 2.57 0.6613518305012713 2 1 1991
4.17 7.75 1.81 0.6705019705269553 3 1 1991
2.39 5.87 0.54 0.5976237981538659 4 1 1991
2.76 8.74 4.56 0.8154168936870687 5 1 1991
5.23 7.19 3.69 0.5321570314379005 6 1 1991
4.25 7.16 0.82 0.623413589222029 7 1 1991
3.66 10.43 5.42 0.784693116354261 8 1 1991
3.15 10.18 3.5 0.8080305190033239 9 1 1991
4.46 10.88 1.62 0.907255778594958 10 1 1991
3.77 7.55 1.6 0.4847709445580298 11 1 1991
2.39 4.12 0.59 0.5006022956056635 12 1 1991
0.91 5.98 0.41 0.805609834397905 13 1 1991
1.26 5.2 0.05 0.7159780068195545 14 1 1991
0.91 4.93 0.01 0.7341731580432503 15 1 1991
0.45 5.5 0.0 0.823695062263474 16 1 1991
1.91 7.6 1.21 0.7214475538712875 17 1 1991
4.93 7.19 2.3 0.6689003819917496 18 1 1991
2.74 7.14 4.27 0.855913880037468 19 1 1991
3.3 8.92 0.18 0.727583561870514 20 1 1991
2.29 6.98 0.14 0.8743881877558723 21 1 1991
2.03 6.16 0.25 0.6238884577706503 22 1 1991
1.25 4.46 0.15 0.4336439709965632 23 1 1991
0.81 4.27 0.29 0.45621467999064336 24 1 1991
-0.02 3.9 0.12 0.5872709012873961 25 1 1991
0.85 3.73 0.39 0.4451433361151543 26 1 1991
1.01 4.42 0.35 0.39011142296232304 27 1 1991
0.26 5.45 0.24 0.7141090967375737 28 1 1991
0.09 2.68 0.21 0.37799904436014115 29 1 1991
-0.19 2.19 0.12 0.3639942300030116 30 1 1991
0.42 3.19 0.41 0.37684544445439283 31 1 1991
0.88 4.42 1.0 0.48835830915105694 1 2 1991
-1.39 4.08 0.09 0.6565630674801053 2 2 1991
-2.08 2.87 0.0 0.5878117392968383 3 2 1991
-1.33 2.4 0.01 0.8112774018329691 4 2 1991
-0.96 2.26 0.17 0.7218825553067175 5 2 1991
-5.6 0.69 0.57 0.8652160284958641 6 2 1991
-5.99 -2.27 5.1 0.4901817614652715 7 2 1991
-4.36 -1.74 4.69 0.3399606056409768 8 2 1991
-4.27 -1.41 1.57 0.7104597585338386 9 2 1991
-4.39 0.04 2.01 0.7554305792022141 10 2 1991
-1.95 1.42 1.71 0.6337874065840874 11 2 1991
-2.39 1.89 1.1 0.8546298807575805 12 2 1991
-2.54 2.14 0.15 1.0926738163599201 13 2 1991
-3.06 2.15 0.08 1.015947599660882 14 2 1991
-0.29 4.06 6.05 0.9405450089905116 15 2 1991
-0.02 4.84 0.14 1.1407024822861485 16 2 1991
0.42 4.34 0.23 0.8924224367917883 17 2 1991
-0.15 4.48 0.38 0.6827549664270771 18 2 1991
-1.02 4.73 0.02 1.1648826070940437 19 2 1991
-0.4 6.59 0.87 0.8876060203307548 20 2 1991
2.95 5.58 3.06 0.49924114962934985 21 2 1991
1.05 7.73 3.33 1.1514999682620441 22 2 1991
7.94 11.27 0.51 0.8588286535706802 23 2 1991
6.58 11.18 0.1 1.0794338869606799 24 2 1991
4.35 10.12 0.22 1.577612151136018 25 2 1991
4.55 6.64 0.22 0.576635687463398 26 2 1991
3.95 5.76 6.88 0.47380867997171716 27 2 1991
3.15 8.05 2.3 0.7684350300522149 28 2 1991
1.29 6.38 0.11 0.9918721868312881 1 3 1991
1.58 5.65 0.54 1.0275101291629154 2 3 1991
2.45 9.75 0.39 1.5922906267478192 3 3 1991
2.18 7.76 0.98 0.829576490739796 4 3 1991
6.83 9.95 4.75 0.8465774144677235 5 3 1991
7.08 11.44 0.51 0.9704868419004944 6 3 1991
6.63 12.23 3.07 1.0768673531841286 7 3 1991
7.79 12.76 2.64 1.4250711625200168 8 3 1991
6.47 10.41 0.29 1.2321818343119748 9 3 1991
7.02 9.56 0.74 0.9955384353105359 10 3 1991
6.59 11.23 0.39 1.0739610677741596 11 3 1991
6.67 12.49 0.12 1.249138785899906 12 3 1991
5.19 13.88 0.01 2.3783750987018157 13 3 1991
5.33 14.5 0.23 1.8715408369178301 14 3 1991
5.27 11.03 0.36 1.260997636270695 15 3 1991
7.36 12.24 4.68 1.365751559726667 16 3 1991
6.73 10.99 0.64 1.309524508706591 17 3 1991
5.83 11.83 3.93 1.842269977227346 18 3 1991
9.04 14.02 0.87 1.7296799848004238 19 3 1991
9.18 12.48 1.48 1.3040114136630614 20 3 1991
4.99 11.69 0.15 1.9912672597117536 21 3 1991
3.17 8.26 2.26 1.4290915351668074 22 3 1991
2.21 7.46 0.77 1.7178394509426473 23 3 1991
1.59 9.74 0.19 1.6257795736648406 24 3 1991
3.54 8.87 0.03 2.0539160020450757 25 3 1991
5.76 8.76 0.01 0.9993946519028782 26 3 1991
4.02 10.19 0.0 2.5303513914657105 27 3 1991
3.63 11.33 0.05 1.8830754318136846 28 3 1991
2.03 9.62 0.14 2.083662045601457 29 3 1991
1.98 12.87 0.07 2.6718183721867144 30 3 1991
5.99 12.43 0.11 1.493165857159954 31 3 1991
6.88 11.51 1.27 1.153249939636023 1 4 1991
8.39 11.17 2.4 1.1093754517729544 2 4 1991
5.53 11.09 0.25 2.3471407866264093 3 4 1991
5.18 8.58 3.83 0.9521970548959742 4 4 1991
5.3 11.3 0.64 1.6284491926735214 5 4 1991
3.8 9.54 3.18 1.8657891195688612 6 4 1991
6.42 12.0 0.88 1.7881428219330362 7 4 1991
5.9 13.82 0.14 2.2237193869715 8 4 1991
5.08 14.45 0.02 2.602726798893714 9 4 1991
5.99 14.7 0.07 2.6360602485919853 10 4 1991
7.9 17.21 0.0 3.3316092647512257 11 4 1991
6.34 16.45 0.02 3.5765878681170427 12 4 1991
7.04 16.89 0.13 3.2180167970398164 13 4 1991
5.44 12.09 0.08 2.603553180766702 14 4 1991
4.58 13.8 0.15 2.493835902139759 15 4 1991
3.15 10.26 0.14 1.930819976386261 16 4 1991
2.69 8.3 0.42 1.9230896107336073 17 4 1991
1.47 8.51 1.61 1.6583645087668701 18 4 1991
2.2 7.85 3.3 1.9591450944999502 19 4 1991
1.76 6.07 1.39 1.9174752624523 20 4 1991
0.58 9.84 1.73 2.0632528609512875 21 4 1991
2.81 8.64 0.72 2.1861677363960443 22 4 1991
0.97 11.66 0.05 2.877303413388251 23 4 1991
5.17 10.66 1.9 2.0644745819119783 24 4 1991
4.38 10.03 0.07 3.069256789204156 25 4 1991
5.46 12.41 0.01 3.3378796318644963 26 4 1991
3.25 11.86 0.01 3.4871916108799708 27 4 1991
2.29 12.06 0.02 3.207388690897396 28 4 1991
3.44 11.08 8.74 2.349196985612169 29 4 1991
5.43 9.24 16.45 1.4120165541194032 30 4 1991
4.77 10.37 0.97 1.5087277680114426 1 5 1991
3.93 11.53 1.3 1.9085505849275055 2 5 1991
4.4 9.8 0.53 2.393858631172482 3 5 1991
4.22 10.58 4.57 2.037049447672271 4 5 1991
5.26 8.76 7.87 1.3596090435571373 5 5 1991
3.33 11.93 0.08 2.5195487908665495 6 5 1991
2.79 11.48 0.41 2.277559451293543 7 5 1991
3.51 12.2 0.2 3.4309013249128095 8 5 1991
2.3 12.01 0.02 3.5403496702747566 9 5 1991
3.18 14.1 0.02 3.8225528039242476 10 5 1991
5.51 13.91 0.22 2.5568974034813445 11 5 1991
5.15 15.5 0.01 4.014579929290226 12 5 1991
9.58 17.01 0.71 2.7922804782375192 13 5 1991
6.51 13.01 0.23 3.651591881852238 14 5 1991
4.9 11.66 1.08 2.099981240846799 15 5 1991
6.1 12.19 0.57 2.5651249146897506 16 5 1991
4.65 13.16 0.14 3.518482256552074 17 5 1991
4.06 11.77 0.15 2.257249892102597 18 5 1991
8.29 15.49 0.12 2.4464789092214243 19 5 1991
9.79 18.9 0.07 4.057483739840783 20 5 1991
11.08 20.19 0.03 4.380129024687719 21 5 1991
10.4 17.58 0.02 4.355108523140715 22 5 1991
6.64 16.4 0.02 4.2339523094375515 23 5 1991
6.18 14.35 0.32 2.3488946005593005 24 5 1991
8.19 17.3 0.3 2.913477349244317 25 5 1991
8.09 13.73 0.56 2.3715476207522483 26 5 1991
7.03 16.71 0.28 3.1632476431298655 27 5 1991
8.87 13.83 0.25 1.8143235807323408 28 5 1991
7.19 14.87 0.08 2.229296451683621 29 5 1991
8.06 15.5 0.1 2.267436012303752 30 5 1991
6.85 15.7 0.07 2.0832387205851894 31 5 1991
7.62 13.14 0.04 2.6410761964877305 1 6 1991
7.18 12.44 1.81 1.878104512043202 2 6 1991
5.87 11.8 0.79 2.661706385506127 3 6 1991
4.19 12.72 1.44 3.3903859124897693 4 6 1991
6.78 13.81 1.2 3.2600874240384674 5 6 1991
9.52 15.05 3.54 2.213462133465982 6 6 1991
9.37 13.96 3.18 2.4758214170469377 7 6 1991
9.44 13.96 3.48 2.8292045766876943 8 6 1991
11.42 17.42 1.7 3.8122754538219388 9 6 1991
10.17 17.12 2.26 3.0466899966844623 10 6 1991
8.12 14.85 0.7 2.6584466926981074 11 6 1991
11.17 17.78 2.48 3.367311040281362 12 6 1991
10.44 16.09 1.52 3.41628726626975 13 6 1991
9.17 17.23 0.75 3.4946900625674875 14 6 1991
8.56 15.97 9.15 1.7508397940614184 15 6 1991
7.94 13.87 1.26 2.854233713896843 16 6 1991
8.62 14.9 1.8 3.0221664705125644 17 6 1991
8.24 14.32 2.34 2.627533941774809 18 6 1991
8.93 14.33 4.22 2.348443884734275 19 6 1991
8.06 16.09 0.23 3.574965183061219 20 6 1991
9.69 18.34 0.55 2.6483639699486625 21 6 1991
10.96 17.69 0.26 3.6789328079999777 22 6 1991
11.28 15.56 8.29 2.538191018880135 23 6 1991
11.44 16.69 2.12 2.575842553118017 24 6 1991
12.15 20.2 6.95 1.9047781198525757 25 6 1991
12.05 17.83 2.26 3.5384276562611787 26 6 1991
10.55 16.58 5.69 2.7693384989977616 27 6 1991
9.27 16.36 1.4 3.396473512659075 28 6 1991
8.37 19.04 0.03 4.697443286146816 29 6 1991
11.68 20.4 2.11 3.5980437883487832 30 6 1991
12.83 17.78 1.43 2.8962297568013864 1 7 1991
10.53 17.12 6.32 2.955665445716418 2 7 1991
12.78 19.82 0.22 3.1004689200809166 3 7 1991
13.77 20.81 0.08 4.942614375764588 4 7 1991
14.31 21.97 0.02 5.296481519473922 5 7 1991
16.33 21.92 0.15 4.717719163048882 6 7 1991
13.83 20.87 3.57 3.8310604655206126 7 7 1991
13.89 21.01 1.5 3.3551955964372104 8 7 1991
13.56 21.23 0.08 3.847788603091712 9 7 1991
12.86 20.26 0.0 4.349633055672801 10 7 1991
14.95 25.22 0.01 5.813578142535418 11 7 1991
12.65 20.05 0.11 3.6981601018509527 12 7 1991
14.63 20.35 3.34 2.632851805314236 13 7 1991
13.76 21.48 0.12 5.0013794391300035 14 7 1991
13.62 21.74 0.28 3.174719029358472 15 7 1991
12.77 19.65 1.62 3.84943802985554 16 7 1991
12.0 19.48 0.14 3.727403889509972 17 7 1991
13.19 21.77 11.75 2.7163511721468163 18 7 1991
13.5 19.89 0.32 2.6754595003397257 19 7 1991
13.45 20.63 0.67 3.446971087012713 20 7 1991
12.39 21.05 0.03 3.9304637177310218 21 7 1991
13.14 20.23 0.01 3.7100133542252163 22 7 1991
14.29 23.26 0.05 3.9712815789204323 23 7 1991
13.42 18.25 9.3 1.6877136308888452 24 7 1991
11.7 19.55 1.0 3.9483840386235025 25 7 1991
11.42 20.87 0.81 3.0250304405564075 26 7 1991
13.73 22.3 0.02 4.201506614660254 27 7 1991
13.3 21.16 0.06 4.4881960431879655 28 7 1991
15.47 23.09 0.0 5.2542813467429 29 7 1991
16.12 24.37 1.1 4.303852789221822 30 7 1991
15.11 20.43 5.59 3.235618889222633 31 7 1991
14.32 22.23 2.02 3.6661961277905446 1 8 1991
13.85 23.25 0.08 4.467197095262599 2 8 1991
14.13 23.07 0.24 4.792495242899088 3 8 1991
16.11 23.27 0.17 4.366688267216944 4 8 1991
14.76 22.25 0.03 3.120660618809125 5 8 1991
15.86 22.33 1.04 2.6103685181208647 6 8 1991
14.95 20.32 3.78 1.9153308922144863 7 8 1991
14.34 21.4 0.56 4.242163098958752 8 8 1991
12.73 22.76 0.05 3.688744936327052 9 8 1991
16.44 25.61 0.09 3.5690456880657617 10 8 1991
15.23 21.65 1.18 2.0082862178735232 11 8 1991
12.48 21.19 0.01 4.242207913747277 12 8 1991
15.03 21.6 0.01 4.032401021525024 13 8 1991
14.63 23.24 0.14 3.9126514299628203 14 8 1991
14.69 24.4 0.04 4.999077539296947 15 8 1991
15.12 22.4 0.04 4.343772582147867 16 8 1991
12.99 21.82 0.6 3.6310345000691813 17 8 1991
10.81 20.42 0.02 3.7015569390381566 18 8 1991
10.85 23.05 0.03 4.15748362595486 19 8 1991
14.7 22.76 0.1 4.351931705775156 20 8 1991
13.65 22.47 0.05 4.042007183453022 21 8 1991
15.3 23.57 3.08 3.092302126796112 22 8 1991
13.83 19.87 1.06 2.2344619013246128 23 8 1991
13.53 22.05 0.12 4.020614211540611 24 8 1991
14.42 23.03 0.01 3.1476207664951943 25 8 1991
14.5 23.69 0.03 4.321754495396391 26 8 1991
14.45 22.37 0.02 3.525729533801508 27 8 1991
13.33 20.61 0.05 3.076165482126798 28 8 1991
12.16 19.55 0.01 3.996311764502811 29 8 1991
13.03 21.43 0.05 4.1981883858791775 30 8 1991
14.74 22.0 0.03 4.188016277470251 31 8 1991
14.59 23.35 0.05 4.455958232234515 1 9 1991
16.12 24.31 0.05 3.8539441234377145 2 9 1991
14.48 24.03 0.13 3.715012099057362 3 9 1991
14.95 23.05 0.13 3.4528439378271463 4 9 1991
14.01 22.58 0.05 3.5456114310003644 5 9 1991
11.58 18.69 0.03 2.931080959863759 6 9 1991
10.75 19.71 0.0 3.1816075590484614 7 9 1991
10.89 21.51 0.05 3.761988482850843 8 9 1991
13.05 19.97 0.01 3.480867588718267 9 9 1991
13.45 21.57 0.02 3.5495669239425065 10 9 1991
10.8 16.7 0.44 1.367290925246163 11 9 1991
9.41 17.81 0.0 3.162885713029003 12 9 1991
11.61 19.51 0.0 3.444758000666588 13 9 1991
13.41 22.73 0.01 3.4752187004490085 14 9 1991
14.44 20.84 1.0 2.988736739433203 15 9 1991
13.91 22.05 3.07 1.9317818515252227 16 9 1991
12.02 20.97 0.01 2.9832979460330478 17 9 1991
11.4 21.73 0.41 2.3978828387375715 18 9 1991
8.94 17.93 0.01 2.756718657057424 19 9 1991
10.11 18.35 0.01 2.99432602944821 20 9 1991
11.65 21.96 0.0 3.1458683933297387 21 9 1991
11.96 18.4 6.23 2.57104212798259 22 9 1991
11.5 19.73 0.51 1.6484573311357664 23 9 1991
12.97 19.83 1.29 1.5946602101640075 24 9 1991
11.85 17.1 3.09 1.7032632905766663 25 9 1991
12.01 16.54 5.11 1.8486879810996824 26 9 1991
10.48 13.35 6.55 0.8974191057369569 27 9 1991
9.15 14.98 13.46 1.6409018081284503 28 9 1991
11.44 15.73 12.39 1.3590906593463439 29 9 1991
7.92 13.96 1.03 1.8564594725164982 30 9 1991
10.33 16.06 1.24 2.027955927063302 1 10 1991
9.19 16.17 0.05 2.1709344233629553 2 10 1991
9.18 18.02 0.55 1.6782517030406172 3 10 1991
7.74 15.06 0.06 2.230690557666935 4 10 1991
7.58 15.93 4.43 1.512825834715251 5 10 1991
6.94 13.83 0.05 2.045748764336132 6 10 1991
6.88 14.44 0.0 2.0804116724716923 7 10 1991
10.25 14.88 0.09 1.6481865639321052 8 10 1991
11.36 17.23 0.11 1.6120994215664517 9 10 1991
11.46 18.44 0.1 2.0220140930597528 10 10 1991
14.02 17.63 0.06 1.6362898441180977 11 10 1991
12.3 15.02 0.23 0.8652762003515029 12 10 1991
11.3 16.76 0.18 1.7095946010880985 13 10 1991
10.46 16.55 0.44 1.3041660808169762 14 10 1991
8.6 15.43 0.15 1.2249746968687834 15 10 1991
9.55 15.76 3.21 1.023115682804765 16 10 1991
7.89 10.05 0.66 1.01473432170447 17 10 1991
5.18 10.08 0.18 1.187251315294499 18 10 1991
5.37 9.4 1.28 0.98377038483539 19 10 1991
4.87 8.09 2.39 0.6152447528110807 20 10 1991
5.04 10.87 0.3 1.26955036567186 21 10 1991
5.26 12.45 0.33 1.181828226101027 22 10 1991
7.11 11.85 0.56 0.9075463750768491 23 10 1991
8.54 11.28 0.95 0.6316815276973616 24 10 1991
8.66 11.36 1.11 0.7773425401438716 25 10 1991
9.02 12.58 0.35 0.7668196506917855 26 10 1991
6.8 12.16 0.06 0.980777247779512 27 10 1991
9.62 13.51 0.6 0.8046535011806071 28 10 1991
9.52 13.27 0.4 0.8243548878716707 29 10 1991
8.14 11.98 10.23 0.7773086417720398 30 10 1991
8.07 12.4 0.51 0.7843248616531798 31 10 1991
12.37 14.91 3.74 0.5871718669705266 1 11 1991
10.05 14.4 0.79 1.1093466258737181 2 11 1991
4.82 11.94 5.16 1.299502412489388 3 11 1991
4.72 8.97 5.45 1.0898060366602267 4 11 1991
2.24 7.09 1.83 0.812212533775389 5 11 1991
1.4 8.98 1.59 0.9905288572990179 6 11 1991
9.37 12.69 0.95 0.5560393278209729 7 11 1991
5.33 11.11 3.76 1.0523744330811404 8 11 1991
3.2 8.68 0.1 1.0813999937353949 9 11 1991
2.07 9.44 1.36 1.0320662225815502 10 11 1991
2.24 10.31 6.14 0.9357417683442522 11 11 1991
1.99 9.73 4.79 0.9152818654849624 12 11 1991
4.41 7.86 0.61 0.8665675839318775 13 11 1991
4.16 7.15 0.82 0.8629774438379851 14 11 1991
3.98 8.33 0.21 0.8790547092359553 15 11 1991
3.94 6.44 2.03 0.5108423083643988 16 11 1991
3.43 6.22 1.47 0.5489134522182227 17 11 1991
6.37 10.05 1.95 0.6479696136288968 18 11 1991
6.19 9.34 14.22 0.42536120376157865 19 11 1991
2.49 7.72 0.07 0.8592041660883407 20 11 1991
0.73 5.59 2.07 0.6726811777016148 21 11 1991
4.88 9.22 1.54 0.556201492362612 22 11 1991
6.48 8.48 0.18 0.5007421322354455 23 11 1991
4.48 8.46 0.35 0.7013891262250515 24 11 1991
3.62 8.02 2.93 0.4968904249244286 25 11 1991
7.14 10.19 0.73 0.633871009145929 26 11 1991
6.37 9.14 0.37 0.5657086076131883 27 11 1991
7.26 10.92 0.18 0.7362253604558386 28 11 1991
6.22 9.68 0.11 0.7787006655891178 29 11 1991
4.98 6.38 0.57 0.5396179341329365 30 11 1991
5.85 9.55 0.47 0.6111207750858562 1 12 1991
6.08 8.12 0.31 0.3857875997167437 2 12 1991
5.0 7.38 0.3 0.4317331916950107 3 12 1991
4.38 6.84 0.31 0.39464954256782836 4 12 1991
3.0 7.77 0.26 0.5912794490904544 5 12 1991
1.73 6.68 0.06 0.7313218579217977 6 12 1991
2.19 5.73 0.09 0.5566473383798778 7 12 1991
2.44 6.45 0.01 0.677470912353672 8 12 1991
2.4 5.91 0.04 0.5799036171762841 9 12 1991
-0.73 4.33 0.01 0.6647171009139774 10 12 1991
-1.45 2.07 0.04 0.48296751242476743 11 12 1991
-2.6 2.45 0.02 0.5993695738148631 12 12 1991
-1.19 4.69 0.1 0.6867291146568547 13 12 1991
1.63 4.68 0.06 0.5124176119757138 14 12 1991
2.8 5.56 0.16 0.5432995574731291 15 12 1991
3.73 5.82 2.11 0.42212738033807595 16 12 1991
5.77 9.98 5.76 0.45300544104168444 17 12 1991
3.95 7.42 3.7 0.5829953944937477 18 12 1991
4.86 11.41 3.54 0.7673816206351602 19 12 1991
2.69 4.81 0.61 0.40446095281759764 20 12 1991
3.89 11.55 6.41 0.7441399578822228 21 12 1991
9.67 12.42 0.64 0.4500263119363268 22 12 1991
4.54 11.58 0.66 0.7404952018974937 23 12 1991
1.16 6.18 0.01 0.679689381532126 24 12 1991
-0.01 4.26 0.05 0.5518184058624485 25 12 1991
4.62 9.55 0.21 0.753037929266835 26 12 1991
3.65 6.26 0.33 0.4802237712860003 27 12 1991
2.17 5.63 0.14 0.4469983751472396 28 12 1991
3.87 6.49 0.24 0.37694284711618714 29 12 1991
3.87 6.98 0.54 0.3904290891018891 30 12 1991
3.55 6.32 0.22 0.34193489167507907 31 12 1991
5.91 9.26 0.17 0.5015423601981289 1 1 1992
7.51 9.65 0.11 0.45767924817319766 2 1 1992
7.62 9.4 0.17 0.4845931429549867 3 1 1992
4.94 9.91 3.17 0.7161296389653378 4 1 1992
5.27 10.46 4.25 0.6806067009775958 5 1 1992
5.53 9.54 0.02 0.7522710378267053 6 1 1992
5.41 7.81 0.07 0.5129709844446666 7 1 1992
5.5 10.35 5.76 0.5806406017706811 8 1 1992
3.8 8.34 14.52 0.4560441418372065 9 1 1992
1.09 6.39 0.04 0.7964056650963602 10 1 1992
-0.19 3.71 0.1 0.651135119361256 11 1 1992
-0.22 5.01 0.62 0.6085090299572514 12 1 1992
0.99 4.87 0.06 0.5540576650598205 13 1 1992
2.08 4.52 0.27 0.47084311740553725 14 1 1992
1.55 4.58 0.37 0.5036884164213787 15 1 1992
0.95 5.05 0.16 0.47289994238345023 16 1 1992
1.64 6.08 0.25 0.7334293862281894 17 1 1992
1.51 6.31 0.08 0.8216792910273523 18 1 1992
2.58 7.03 0.96 0.513479270575973 19 1 1992
-0.77 5.87 0.25 0.7273600855938249 20 1 1992
-1.42 3.19 0.0 0.7365267761226932 21 1 1992
-0.82 3.14 0.0 0.7301426099218253 22 1 1992
-0.99 2.99 0.03 0.6747990253286176 23 1 1992
0.03 2.89 0.06 0.5783067777238873 24 1 1992
-1.08 3.55 0.53 0.6485183301349076 25 1 1992
1.74 6.04 0.1 0.871528305249455 26 1 1992
1.65 5.63 0.26 0.768660423928781 27 1 1992
0.32 5.1 0.18 0.6762535035676938 28 1 1992
0.58 5.67 0.0 0.8738268078053544 29 1 1992
1.37 6.22 0.15 0.7504059913175856 30 1 1992
1.71 5.28 0.2 0.6584275598733565 31 1 1992
-0.85 3.24 0.17 0.5374763588351495 1 2 1992
-1.88 3.66 0.24 0.6067799883954271 2 2 1992
2.17 7.19 0.52 1.0385710862881212 3 2 1992
2.3 9.14 5.12 0.7737879080755141 4 2 1992
5.7 8.91 0.06 0.9330526742290931 5 2 1992
2.92 8.6 0.2 0.8095569082398824 6 2 1992
2.33 7.65 0.04 0.7302495986288811 7 2 1992
2.23 7.21 0.12 0.859369098808118 8 2 1992
4.32 8.76 1.63 0.7658144838943429 9 2 1992
2.13 7.31 0.72 1.1376664386101822 10 2 1992
5.29 8.75 2.65 0.8387607044025783 11 2 1992
6.06 10.44 1.59 0.781149683101209 12 2 1992
3.17 7.98 0.13 1.195134805059646 13 2 1992
2.75 8.81 2.16 1.0647058947673838 14 2 1992
3.23 8.71 0.22 1.0789464843437222 15 2 1992
1.3 4.79 0.73 0.7790993414040057 16 2 1992
-0.95 4.05 0.55 1.0129796144991383 17 2 1992
-0.83 4.14 0.0 0.9623259954945025 18 2 1992
-1.57 4.19 0.01 0.8413989705739067 19 2 1992
-1.33 5.26 0.01 1.28296132336481 20 2 1992
-0.65 7.1 0.02 1.312876813658067 21 2 1992
0.8 7.26 0.2 0.7962473294098338 22 2 1992
6.58 11.66 0.37 1.3220496405554947 23 2 1992
1.5 7.56 0.04 1.0472575635970796 24 2 1992
1.08 7.69 0.13 1.013676089183229 25 2 1992
3.01 9.99 0.09 1.458268547454841 26 2 1992
5.18 11.01 0.11 1.5842120470159555 27 2 1992
4.85 7.14 0.85 0.8002434096360344 28 2 1992
4.85 11.91 0.15 1.5538130936309682 29 2 1992
5.39 10.73 4.69 1.0970829985745802 1 3 1992
2.06 7.61 0.06 1.4393611175120733 2 3 1992
5.09 11.83 0.95 1.5407366786873373 3 3 1992
3.48 11.8 0.05 2.0641570022833378 4 3 1992
3.68 10.15 0.55 1.0841807126434824 5 3 1992
4.37 11.74 0.17 1.9812121188073917 6 3 1992
5.26 10.65 0.14 1.2665569903985345 7 3 1992
2.8 8.96 0.31 1.244614223644864 8 3 1992
1.19 9.68 0.03 1.8332729856938352 9 3 1992
2.81 8.9 2.45 1.13498946936582 10 3 1992
1.51 8.28 0.71 1.5065076312996617 11 3 1992
6.28 10.5 2.84 0.8965256037672713 12 3 1992
3.69 10.23 1.83 1.3217881487709853 13 3 1992
2.57 7.8 0.33 1.3830628785440047 14 3 1992
3.37 7.75 2.59 1.1033210443813966 15 3 1992
3.4 11.23 0.38 1.4038334600819522 16 3 1992
6.2 11.78 0.04 1.7932101770562925 17 3 1992
6.38 11.82 0.65 1.3196027024535664 18 3 1992
3.66 12.79 0.02 2.1361619846827664 19 3 1992
7.92 13.89 0.34 1.445861004500562 20 3 1992
6.35 10.13 1.22 1.563171035580254 21 3 1992
4.02 11.51 8.48 1.6705015131867325 22 3 1992
3.67 7.34 7.86 1.3298815037098084 23 3 1992
2.77 7.99 2.24 1.6391411115798111 24 3 1992
2.9 7.97 8.96 1.2091491484393055 25 3 1992
3.89 7.33 3.38 1.5039723465543293 26 3 1992
2.58 7.63 3.61 1.3720194811036255 27 3 1992
1.93 8.66 0.44 1.6684172782973827 28 3 1992
3.84 8.02 5.08 1.1702452252836184 29 3 1992
3.06 7.49 16.95 1.1565235664237594 30 3 1992
3.38 8.48 1.99 1.4337250425081243 31 3 1992
2.89 10.42 0.04 2.3993717274787154 1 4 1992
1.56 8.97 1.18 1.9501110225960798 2 4 1992
2.4 8.15 0.75 1.519849092022 3 4 1992
1.89 8.65 0.19 1.9923043206416868 4 4 1992
0.73 10.71 0.13 2.0475737213711453 5 4 1992
4.02 7.62 1.64 1.197362008553465 6 4 1992
5.96 10.47 0.98 1.987843799688553 7 4 1992
5.02 12.75 0.02 3.001076847460818 8 4 1992
4.74 13.11 0.03 3.23007792871928 9 4 1992
4.51 13.23 0.02 2.7178964421779033 10 4 1992
5.22 14.6 0.0 3.1432575618600818 11 4 1992
4.91 13.54 1.0 1.8221608574109862 12 4 1992
4.06 11.34 0.69 1.877462817532665 13 4 1992
4.85 9.41 6.74 1.3633312842764564 14 4 1992
3.66 7.37 5.61 1.6597179912061073 15 4 1992
3.04 9.08 0.76 2.0139689560867406 16 4 1992
3.63 11.34 2.69 1.5646413001108184 17 4 1992
8.6 17.2 0.09 2.2875904506467806 18 4 1992
7.12 12.92 0.14 2.766122725401784 19 4 1992
6.46 11.33 0.06 1.8821115381874416 20 4 1992
7.05 13.78 0.08 2.27343427268493 21 4 1992
5.59 14.01 0.13 2.7831125051016645 22 4 1992
6.84 13.98 0.49 2.389549517885553 23 4 1992
7.15 13.86 0.53 1.9824944132814644 24 4 1992
7.73 13.44 0.17 2.81389943018121 25 4 1992
8.51 14.43 1.27 2.3254319936286505 26 4 1992
6.67 12.98 1.16 2.7597085231395315 27 4 1992
6.01 9.99 12.09 1.6545094527556332 28 4 1992
4.43 12.49 0.07 2.884167230266126 29 4 1992
5.1 10.62 1.68 1.3130146080300882 30 4 1992
6.38 12.73 7.74 2.3576951900434775 1 5 1992
4.27 11.58 0.25 2.538147450635335 2 5 1992
3.68 13.34 0.02 3.4662430609190777 3 5 1992
5.9 14.86 0.0 3.896558969552732 4 5 1992
7.19 12.55 0.45 1.773045951993601 5 5 1992
5.5 17.72 0.02 3.976259851952719 6 5 1992
10.37 18.98 0.02 4.1035076040676275 7 5 1992
8.33 12.65 0.22 2.3762153852823635 8 5 1992
6.02 12.7 11.1 1.4148619250422936 9 5 1992
5.12 11.43 1.85 2.492211305449386 10 5 1992
5.64 13.28 0.6 2.8795166332515083 11 5 1992
8.91 15.89 1.25 2.221376606683751 12 5 1992
8.73 16.58 0.16 4.196550224589151 13 5 1992
11.13 21.3 0.03 5.013257304081666 14 5 1992
10.0 18.98 0.38 3.475322095937135 15 5 1992
7.07 16.59 0.01 4.54045772305641 16 5 1992
