Day	Month	Year	Tmin(C)	Tmax(C)	Prcp(mm)	Et0(mm)
6	11	1996	6.23	11.37	5.56	0.7527893170821784
7	11	1996	0.44	6.01	3.28	0.6873073380221356
8	11	1996	0.24	6.25	2.09	0.7595116342493051
9	11	1996	0.37	5.74	2.02	0.7141339205305308
10	11	1996	-1.33	2.48	0.61	0.6444044036803106
11	11	1996	-1.27	5.87	5.23	0.7647157980099902
12	11	1996	0.89	6.11	2.29	0.733219671298329
13	11	1996	-0.78	5.01	0.18	0.7163798845739991
14	11	1996	-0.76	6.67	0.91	0.8148776945346042
15	11	1996	4.94	8.47	1.57	0.5317721680443942
16	11	1996	6.19	9.97	3.41	0.37720376915142134
17	11	1996	-0.48	8.42	5.16	0.8163994455745867
18	11	1996	-2.73	1.79	0.24	0.6479761659461875
19	11	1996	-2.29	1.16	7.87	0.31964242188330266
20	11	1996	-1.5	1.94	1.92	0.375015737562387
21	11	1996	-2.94	3.59	0.22	0.7211727755465327
22	11	1996	-1.84	2.76	3.02	0.530523716700686
23	11	1996	-2.34	2.19	1.15	0.5841442092894362
24	11	1996	-1.27	3.91	10.84	0.440255307720891
25	11	1996	3.25	4.1	3.88	0.23362812808811473
26	11	1996	-0.98	3.55	0.31	0.5454506757265215
27	11	1996	-2.64	3.05	0.17	0.5617645731212335
28	11	1996	-2.79	1.65	4.5	0.3881682627114531
29	11	1996	1.11	4.56	2.96	0.4308307381977101
30	11	1996	1.71	5.78	1.39	0.5265698809127173
1	12	1996	1.87	8.1	2.7	0.6181187422104226
2	12	1996	2.02	5.4	0.93	0.4489065081628526
3	12	1996	0.54	5.89	18.21	0.44183252745104057
4	12	1996	1.23	3.9	1.36	0.30073752827974687
5	12	1996	-0.92	2.74	0.38	0.4284101208757076
6	12	1996	-1.72	2.75	0.15	0.48769212433935527
7	12	1996	-0.64	1.37	0.2	0.21809421892859757
8	12	1996	-0.31	2.93	0.3	0.36890172659722487
9	12	1996	1.63	3.37	0.35	0.21772488803190204
10	12	1996	-0.17	2.33	0.53	0.30261808282891367
11	12	1996	0.3	3.72	0.47	0.31408914666878257
12	12	1996	-1.17	1.6	0.46	0.28604606695153756
13	12	1996	-3.21	1.49	0.29	0.4823551097079658
14	12	1996	-3.18	5.4	1.23	0.5895580019646877
15	12	1996	4.94	6.23	1.19	0.2824875098841011
16	12	1996	2.85	4.87	0.59	0.29090389002908423
17	12	1996	0.87	3.16	1.96	0.398001545967812
18	12	1996	3.3	6.49	9.86	0.2580672211796442
19	12	1996	0.93	4.98	24.91	0.35865738069056285
20	12	1996	-0.78	1.94	4.03	0.21878220375427354
21	12	1996	-2.35	1.34	0.06	0.3479258715714251
22	12	1996	-1.65	2.56	0.28	0.47752708110364794
23	12	1996	-1.87	2.16	0.6	0.4504867256711668
24	12	1996	-3.35	0.54	0.05	0.4325998982135787
25	12	1996	-2.24	2.68	0.52	0.5687611081167022
26	12	1996	-3.48	-1.24	1.23	0.25889302713544404
27	12	1996	-1.14	1.61	1.93	0.40801258074282476
28	12	1996	-2.71	1.76	0.75	0.5222479809719707
29	12	1996	-2.95	1.78	0.65	0.50367879315731
30	12	1996	-2.3	1.83	1.61	0.3912385596705404
31	12	1996	-2.31	-0.8	1.59	0.2220499247281254
1	1	1997	-4.13	-0.34	0.48	0.32314490458972567
2	1	1997	-3.38	0.37	2.2	0.3617390784955271
3	1	1997	-4.79	-0.38	0.62	0.3437311697995481
4	1	1997	-1.83	-0.13	0.32	0.1902104559076912
5	1	1997	-1.95	1.22	0.42	0.4075568214663885
6	1	1997	-3.08	1.69	0.67	0.5074588326887091
7	1	1997	-5.18	-2.06	0.34	0.30923478834612783
8	1	1997	-5.83	-0.54	0.25	0.44074185095326246
9	1	1997	-2.94	1.29	0.21	0.5144847681684794
10	1	1997	-4.6	-0.7	0.59	0.3692227337087257
11	1	1997	-4.22	2.48	3.68	0.49648839168887204
12	1	1997	2.23	6.07	0.33	0.44420709456753193
13	1	1997	1.62	5.97	0.15	0.4429650815357615
14	1	1997	-1.06	3.53	0.01	0.6013253049912836
15	1	1997	-2.22	4.06	0.29	0.6897479292581457
16	1	1997	-1.28	2.26	0.47	0.44982858338171894
17	1	1997	1.04	5.5	0.99	0.45722262928315965
18	1	1997	2.64	4.3	0.63	0.3092730874348581
19	1	1997	1.35	3.0	0.66	0.32008532881031604
20	1	1997	-1.86	3.82	0.55	0.6525299959060438
21	1	1997	-2.02	2.17	0.47	0.5662518495623268
22	1	1997	-2.1	0.4	3.94	0.2711519885074594
23	1	1997	-2.02	2.0	0.44	0.37045976765663713
24	1	1997	-0.27	2.5	0.79	0.3353906385617509
25	1	1997	-1.61	4.32	0.2	0.6574774302220706
26	1	1997	-2.31	4.91	0.08	0.784896271614121
27	1	1997	-2.17	4.01	0.45	0.5876310772852316
28	1	1997	-2.32	5.11	0.0	0.9079159793235771
29	1	1997	-0.07	5.06	0.13	0.7573286378711043
30	1	1997	-0.23	3.61	0.15	0.510053557350516
31	1	1997	-2.07	4.06	0.33	0.6809957896612331
1	2	1997	-0.16	1.31	1.78	0.18405007044620478
2	2	1997	-2.23	4.1	0.63	0.9196950444292273
3	2	1997	-1.82	4.26	3.78	0.6037306579681385
4	2	1997	1.07	7.15	5.01	0.5952242119006346
5	2	1997	0.37	4.48	0.57	0.7729101600545683
6	2	1997	2.41	8.23	1.26	0.7642734696570229
7	2	1997	0.69	8.2	2.28	1.1978585240438882
8	2	1997	0.46	5.11	0.08	0.6220977231271876
9	2	1997	3.73	7.87	2.45	0.7886970446772086
10	2	1997	1.81	8.13	5.94	0.9309862896680107
11	2	1997	2.33	6.59	2.62	0.6341256403962185
12	2	1997	4.77	10.27	5.38	0.6776427130412748
13	2	1997	1.65	4.48	2.4	0.5062856792986741
14	2	1997	0.35	5.06	0.07	0.9588729313058273
15	2	1997	-0.31	5.96	0.09	1.026991092732266
16	2	1997	0.36	5.73	6.04	0.6733118319322047
17	2	1997	2.73	8.37	9.63	0.748904685486069
18	2	1997	0.12	4.8	5.17	0.798970815389488
19	2	1997	-0.1	8.97	10.84	0.9930564362155678
20	2	1997	2.61	7.15	6.36	0.698314557822024
21	2	1997	4.69	7.51	2.66	0.9231611429736645
22	2	1997	5.98	9.02	0.69	0.9746798557055742
23	2	1997	5.26	8.48	4.61	0.8896543261951924
24	2	1997	2.81	5.19	9.41	0.6387963877038295
25	2	1997	3.25	6.05	6.34	0.7191524460875897
26	2	1997	3.52	5.25	6.72	0.5556717611058936
27	2	1997	2.62	7.14	3.61	0.6659697693924232
28	2	1997	3.3	8.22	1.9	1.2474943946670192
1	3	1997	2.84	9.51	0.91	0.8647958303064338
2	3	1997	2.26	9.33	4.38	1.2351350270942196
3	3	1997	0.82	6.83	0.01	1.2200030429226587
4	3	1997	-2.49	7.24	0.37	1.2683577881175179
5	3	1997	0.77	7.57	2.96	0.9773843208613917
6	3	1997	-1.93	6.6	0.0	1.4735358008633774
7	3	1997	2.65	9.5	0.79	1.0764148964731806
8	3	1997	0.72	9.32	0.06	1.963351453373607
9	3	1997	1.36	8.35	0.93	1.6378990424070974
10	3	1997	3.32	11.01	0.24	1.587548684783022
11	3	1997	3.05	14.14	0.12	2.3971363074489176
12	3	1997	3.26	10.06	0.35	1.1854496387248514
13	3	1997	5.76	9.7	0.43	0.989856015950535
14	3	1997	6.52	9.49	3.16	1.0473136432059205
15	3	1997	7.36	12.38	1.44	1.1537685305757277
16	3	1997	7.48	9.03	0.74	0.7235671213217066
17	3	1997	7.01	11.13	0.68	1.0107055301365016
18	3	1997	5.58	7.98	4.0	1.1193638845318479
19	3	1997	2.91	9.72	0.77	1.653020274184688
20	3	1997	0.3	8.82	0.67	1.5813067729063248
21	3	1997	-2.72	7.87	0.56	1.8223792217085308
22	3	1997	0.67	10.45	2.63	1.7553716215296822
23	3	1997	4.58	11.37	1.96	1.5021456701100342
24	3	1997	2.4	8.43	4.98	1.3027177812419837
25	3	1997	2.53	9.62	1.38	1.1655337818465403
26	3	1997	4.73	10.65	1.31	1.1856876399066247
27	3	1997	4.29	9.73	3.82	1.237382031392742
28	3	1997	2.93	7.36	0.45	1.8798014056476808
29	3	1997	3.0	9.91	0.26	2.0294065634871608
30	3	1997	1.18	8.14	0.08	1.9578223660662988
31	3	1997	1.48	10.15	0.09	2.2251903739961176
1	4	1997	4.17	10.51	0.34	1.4882137854603874
2	4	1997	5.39	10.19	1.55	1.5240524262424135
3	4	1997	1.13	6.74	0.86	1.7931289565596233
4	4	1997	-1.83	8.26	1.22	1.5538708463951512
5	4	1997	5.82	9.78	1.13	1.1425426240285066
6	4	1997	3.1	9.84	0.65	1.542617940055004
7	4	1997	4.88	9.99	0.56	1.2874113841330517
8	4	1997	1.47	11.1	0.0	2.3734833680680767
9	4	1997	3.27	15.26	0.0	3.3858514129665496
10	4	1997	1.75	13.12	0.01	3.2609713272222267
11	4	1997	-0.29	9.61	0.08	2.076991713853792
12	4	1997	-2.49	11.94	0.03	2.8634715647891698
13	4	1997	4.52	9.58	0.35	1.5100840918398601
14	4	1997	4.44	13.29	0.27	2.1381486748368035
15	4	1997	1.74	11.49	0.03	3.071843164563111
16	4	1997	0.47	12.55	0.1	2.655152270163973
17	4	1997	4.48	11.56	0.24	1.5177329894571168
18	4	1997	3.8	11.08	1.08	1.6409609705942607
19	4	1997	1.25	6.54	0.39	1.4892153118179534
20	4	1997	0.59	9.1	0.15	2.394675142338374
21	4	1997	-1.72	7.63	1.86	1.5399099669036789
22	4	1997	-1.15	9.03	0.21	1.9615267302905612
23	4	1997	1.04	10.97	0.57	2.2591551052140555
24	4	1997	6.48	10.4	2.76	1.1346533113237294
25	4	1997	3.08	5.93	14.03	1.009220041819566
26	4	1997	3.53	8.33	3.68	0.9586836627575739
27	4	1997	5.78	13.38	2.31	2.2068721180618462
28	4	1997	7.87	11.87	7.83	1.5818891973619802
29	4	1997	6.26	11.57	1.31	1.9132515585318268
30	4	1997	5.5	16.31	0.04	3.5713409564552876
1	5	1997	6.43	19.31	0.02	4.178123312829189
2	5	1997	5.7	19.29	0.01	4.622672746595468
3	5	1997	6.91	19.53	0.58	3.126410676792009
4	5	1997	8.62	13.94	8.9	1.9273243711333112
5	5	1997	0.85	8.51	22.3	1.2428652169055345
6	5	1997	-0.85	4.45	0.25	2.1478666946141822
7	5	1997	-1.85	5.69	6.33	1.8327722530473771
8	5	1997	1.28	6.81	2.87	1.7219092687028645
9	5	1997	-0.42	9.15	0.19	2.598052303785344
10	5	1997	0.8	10.52	5.9	1.9701625464436323
11	5	1997	3.99	10.13	4.3	1.7960529989501282
12	5	1997	4.85	10.23	1.63	1.6913654725034644
13	5	1997	4.58	11.61	2.7	2.209241407104869
14	5	1997	5.1	14.07	1.06	2.9949159956841234
15	5	1997	4.0	15.68	0.09	3.4541017452908616
16	5	1997	6.05	13.4	0.89	2.015699329453352
17	5	1997	7.9	17.55	2.73	2.2891420703750724
18	5	1997	8.57	17.15	3.57	1.9911794719646116
19	5	1997	8.01	17.31	9.42	3.13769600643831
20	5	1997	8.54	16.31	1.29	2.575843042839902
21	5	1997	2.75	10.51	2.17	1.7702571725153058
22	5	1997	2.39	12.15	0.34	2.6542706128061564
23	5	1997	0.03	11.8	0.06	2.939529216807322
24	5	1997	-0.1	12.96	0.02	3.963536269023777
25	5	1997	2.37	15.22	0.0	4.04522684836954
26	5	1997	5.81	15.22	0.47	2.81843816013368
27	5	1997	5.25	16.02	0.11	3.3168215400343217
28	5	1997	5.55	16.59	0.09	4.511339367999762
29	5	1997	4.69	21.05	0.0	5.602917018442228
30	5	1997	8.47	21.55	0.06	5.797742927731195
31	5	1997	8.17	20.23	0.02	4.706337587366852
1	6	1997	6.95	15.36	0.07	4.442559704603598
2	6	1997	6.69	15.98	0.03	3.942850124460482
3	6	1997	6.94	16.99	0.02	4.609147629471737
4	6	1997	6.0	18.16	0.09	4.89013291256537
5	6	1997	7.83	19.01	4.93	4.009309533665892
6	6	1997	11.4	19.21	5.42	2.907729532186279
7	6	1997	11.8	18.95	6.13	2.8011148338268406
8	6	1997	9.58	18.28	2.46	3.2044339538908475
9	6	1997	8.63	17.01	1.09	3.8424684139971124
10	6	1997	9.15	18.85	0.6	3.5229931626852458
11	6	1997	9.99	14.99	25.76	0.9461558763216734
12	6	1997	9.86	16.76	7.41	1.6849069267951589
13	6	1997	9.98	16.89	3.72	2.0302695427635467
14	6	1997	8.12	11.37	1.8	1.674958496400138
15	6	1997	5.02	13.62	2.99	2.406495922923572
16	6	1997	3.51	16.26	0.15	3.8246987363327745
17	6	1997	8.09	16.48	0.5	3.665101371151778
18	6	1997	7.01	16.2	1.07	2.7050892119296233
19	6	1997	6.48	13.19	5.6	1.8563633049291635
20	6	1997	6.34	13.42	6.37	2.347766069666891
21	6	1997	9.19	14.25	4.31	2.1005472363799473
22	6	1997	9.15	15.66	5.55	2.6624665218452788
23	6	1997	8.61	15.4	0.83	3.0663291349356165
24	6	1997	6.04	12.33	0.5	2.7480395454106104
25	6	1997	7.89	12.88	15.76	1.1652199565537738
26	6	1997	6.35	9.76	15.36	1.2247506455995127
27	6	1997	7.76	13.87	1.19	1.4921360663477445
28	6	1997	9.62	12.82	8.35	0.9044156091381661
29	6	1997	9.49	14.21	0.68	2.70918696155131
30	6	1997	7.67	12.32	5.38	1.322181080453225
1	7	1997	6.61	10.28	2.83	1.1452882419648795
2	7	1997	5.99	15.02	3.32	2.3064499324594463
3	7	1997	7.69	15.58	6.03	2.13256773208535
4	7	1997	6.55	17.37	1.6	3.9404091066448945
5	7	1997	10.36	18.37	0.3	4.256460997068964
6	7	1997	10.92	20.58	0.26	4.101718695338809
7	7	1997	11.57	20.34	0.25	4.839460982984724
8	7	1997	9.88	22.9	0.59	5.109321758873385
9	7	1997	12.29	23.55	0.24	5.52340292726547
10	7	1997	9.65	20.93	0.1	5.288978499062974
11	7	1997	7.88	20.44	0.14	4.721332110396106
12	7	1997	10.44	18.82	1.94	2.605622501698468
13	7	1997	12.34	19.58	12.01	2.9156873628610738
14	7	1997	10.9	17.43	1.55	3.7017856288792568
15	7	1997	12.51	18.73	3.78	2.0707805635491674
16	7	1997	12.53	17.65	2.23	2.023548465035121
17	7	1997	9.72	16.73	3.96	2.9605408199904133
18	7	1997	9.58	19.01	0.38	3.7490091963766634
19	7	1997	8.54	21.64	0.08	5.28716272211347
20	7	1997	10.43	21.37	1.6	4.929237032434839
21	7	1997	9.43	20.83	0.0	4.992110717770546
22	7	1997	10.16	19.56	0.3	3.389777771863155
23	7	1997	9.71	20.28	1.21	3.476796697995277
24	7	1997	12.98	19.54	8.26	2.227662157758359
25	7	1997	11.7	16.98	2.24	3.1239471980065616
26	7	1997	10.09	19.37	13.53	1.7467691568740502
27	7	1997	11.09	17.8	1.3	3.5686567405186156
28	7	1997	10.95	17.25	1.4	2.834297547203764
29	7	1997	10.1	21.33	1.68	3.783544902597786
30	7	1997	11.66	17.14	3.62	2.166524057588795
31	7	1997	11.7	15.39	4.98	1.2201917423330328
1	8	1997	10.62	19.63	2.76	3.150276214691972
2	8	1997	8.06	18.67	0.03	2.879754323909075
3	8	1997	9.98	18.05	0.08	2.4787451007545287
4	8	1997	9.3	18.53	0.2	3.5289743035109664
5	8	1997	11.74	18.67	0.44	3.2039569840477995
6	8	1997	11.73	22.01	0.25	4.092579962284271
7	8	1997	12.06	23.4	0.3	4.422717929417962
8	8	1997	10.56	25.02	0.09	5.67895922574357
9	8	1997	13.53	21.83	0.08	3.0923060757930805
10	8	1997	12.09	24.21	0.64	4.810252300256457
11	8	1997	14.43	24.08	2.24	2.39542726699412
12	8	1997	16.4	24.95	0.23	4.5037960483616954
13	8	1997	14.38	22.21	9.56	2.197736376504273
14	8	1997	12.93	21.11	0.49	3.715321985490672
15	8	1997	11.66	22.18	0.02	3.653845760337922
16	8	1997	12.74	23.44	0.03	4.841058936076154
17	8	1997	14.03	21.48	3.07	2.7721491901991406
18	8	1997	13.09	23.26	1.12	3.998134277017342
19	8	1997	13.79	24.37	0.81	4.6159577228712605
20	8	1997	14.9	23.58	3.31	2.8425038101377336
21	8	1997	14.73	19.98	5.43	1.3566573090450884
22	8	1997	12.13	19.47	0.08	3.0112076169280417
23	8	1997	12.05	20.96	6.38	1.773921893918756
24	8	1997	11.58	17.66	2.29	2.0550402893590904
25	8	1997	9.14	17.87	0.18	2.996552802640333
26	8	1997	8.76	17.83	0.38	3.163679942671389
27	8	1997	9.09	16.59	4.25	1.6200463644158525
28	8	1997	7.48	15.87	1.34	2.190601340945517
29	8	1997	8.59	16.0	3.43	2.241735545855791
30	8	1997	8.54	17.76	1.82	3.1795942002770547
31	8	1997	9.23	17.62	18.77	1.4982872667658136
1	9	1997	8.41	16.05	1.24	2.0186848450986083
2	9	1997	6.48	17.88	0.19	2.359565714671473
3	9	1997	10.12	17.38	9.33	1.4930187142755993
4	9	1997	8.48	16.65	0.34	2.5250169498847486
5	9	1997	9.87	15.9	0.8	2.3638577827526497
6	9	1997	8.61	13.35	3.63	1.1992928149414035
7	9	1997	11.64	17.87	0.37	2.4569591200258354
8	9	1997	9.83	16.99	0.2	2.348373458260489
9	9	1997	7.28	16.49	0.01	3.2817873432330567
10	9	1997	6.55	17.77	0.01	3.467129338434539
11	9	1997	8.81	16.19	4.28	1.921340935369178
12	9	1997	6.58	11.98	2.12	1.6950189855834006
13	9	1997	5.31	9.95	1.3	1.7216310877484944
14	9	1997	7.32	13.39	0.83	1.7468683620467391
15	9	1997	8.37	14.1	3.29	1.3774630217027237
16	9	1997	12.8	15.56	3.97	0.9414463478644266
17	9	1997	7.43	15.9	0.02	2.758651513720386
18	9	1997	7.67	13.65	0.33	1.3320036374846629
19	9	1997	6.11	13.13	0.13	1.8430504311390021
20	9	1997	6.43	14.23	0.18	2.0530290612221505
21	9	1997	5.32	15.35	0.01	2.8206336543611448
22	9	1997	4.9	14.76	0.03	2.648222825193884
23	9	1997	5.16	15.16	0.05	2.4612013629028326
24	9	1997	5.88	16.25	0.31	2.8760185369749376
25	9	1997	9.46	15.26	0.54	2.0475335784222195
26	9	1997	8.7	14.8	0.74	1.1818557693625387
27	9	1997	9.27	13.75	0.46	1.0258255651186863
28	9	1997	8.43	14.38	0.24	1.61576792811538
29	9	1997	8.61	16.49	0.84	1.8789406419801895
30	9	1997	8.17	15.37	4.54	1.2002517045494385
1	10	1997	9.98	17.0	1.38	1.7305741379330946
2	10	1997	6.44	14.55	0.12	1.791082589749835
3	10	1997	8.7	13.79	0.36	1.2683995125076086
4	10	1997	10.8	15.41	0.81	1.0811309786649947
5	10	1997	9.6	14.59	0.28	1.23054961949856
6	10	1997	9.81	13.71	5.3	0.7250323458649974
7	10	1997	7.74	11.04	5.65	1.0328310677630306
8	10	1997	7.35	10.98	3.39	1.0153144138054462
9	10	1997	8.87	13.65	8.46	1.268060223339545
10	10	1997	8.04	11.02	2.57	0.8271704902298854
11	10	1997	5.45	9.4	0.87	1.0127833637125816
12	10	1997	3.12	8.13	0.18	1.2341637561377898
13	10	1997	2.02	8.95	0.93	1.3211468802405713
14	10	1997	0.85	7.02	7.45	0.7044107900690606
15	10	1997	5.73	9.55	3.83	0.6788895668394852
16	10	1997	7.37	14.75	9.4	0.9801945920212916
17	10	1997	10.23	17.07	0.61	0.9971977382691927
18	10	1997	7.57	18.13	0.13	2.279093378215698
19	10	1997	7.89	16.61	0.44	1.6540899629528971
20	10	1997	4.67	8.18	0.1	0.8362704718960472
21	10	1997	2.42	9.76	0.05	1.2956385638148191
22	10	1997	2.19	9.52	0.11	1.2961738528786673
23	10	1997	2.01	8.32	0.09	0.9688388967824222
24	10	1997	-0.1	6.92	0.06	1.1489130423840372
25	10	1997	-0.96	9.59	0.06	1.1859010278700814
26	10	1997	3.23	8.73	0.14	0.7360966323100471
27	10	1997	3.36	9.92	0.5	1.079618130134449
28	10	1997	-3.58	6.37	0.0	1.3140463023190292
29	10	1997	-4.01	6.33	0.0	1.2648641974631902
30	10	1997	-0.73	5.59	2.5	0.6449466063768383
31	10	1997	5.51	10.15	0.57	0.7366707259469643
1	11	1997	5.94	10.61	0.43	0.9165298651991732
2	11	1997	6.82	9.55	1.52	0.5841286155903467
3	11	1997	5.5	8.54	0.83	0.4561575777933413
4	11	1997	5.22	8.51	1.94	0.5579612860257679
5	11	1997	6.88	11.33	4.9	0.4854263554970092
6	11	1997	5.65	9.57	0.81	0.5717634444515559
7	11	1997	3.69	8.21	0.53	0.6857405097581604
8	11	1997	3.94	8.71	17.86	0.5004795163358324
9	11	1997	4.88	5.86	5.69	0.199597230647344
10	11	1997	4.35	6.32	2.77	0.305665732890243
11	11	1997	5.48	8.68	1.41	0.544331727943808
12	11	1997	4.76	7.97	0.44	0.6980622873809983
13	11	1997	1.64	6.55	1.39	0.6288441447258649
14	11	1997	0.51	9.96	2.25	0.7758578920354714
15	11	1997	5.98	11.25	1.34	0.6899103849653017
16	11	1997	10.07	12.84	4.4	0.38842923972402943
17	11	1997	9.58	12.0	2.71	0.37773143117679064
18	11	1997	7.07	10.69	9.65	0.4066111979171624
19	11	1997	8.55	10.05	4.46	0.3105869352163763
20	11	1997	6.6	8.55	11.59	0.24817442344764568
21	11	1997	2.74	6.58	0.52	0.679269722924466
22	11	1997	3.35	5.48	0.6	0.4943911750987776
23	11	1997	4.69	6.55	3.62	0.3211906546789365
24	11	1997	4.03	6.41	6.0	0.2989144457888644
25	11	1997	4.14	5.52	1.48	0.20665952758710543
26	11	1997	4.73	8.45	3.07	0.4381340634088763
27	11	1997	5.76	8.17	4.35	0.29176993228266784
28	11	1997	5.37	7.27	12.91	0.22299689154641006
29	11	1997	5.29	8.08	4.99	0.37690220782998624
30	11	1997	-0.5	5.62	0.49	0.6487065481542015
1	12	1997	-3.37	1.49	0.17	0.49753303630612267
2	12	1997	-2.28	1.06	1.42	0.3943013972418349
3	12	1997	-0.68	1.06	0.93	0.3092993518236546
4	12	1997	-1.24	2.49	0.09	0.3654661998338203
5	12	1997	0.58	4.92	1.34	0.4124074720018068
6	12	1997	4.99	8.99	3.57	0.4724515129341985
7	12	1997	5.49	8.05	1.96	0.331193730942029
8	12	1997	6.85	9.05	4.26	0.3584917322357406
9	12	1997	5.51	8.85	3.28	0.41785614394368287
10	12	1997	4.94	10.8	15.98	0.6851920526708282
11	12	1997	4.33	8.3	7.08	0.46182681934438186
12	12	1997	1.12	3.99	0.04	0.3133588090962969
13	12	1997	2.83	7.34	0.3	0.4602298605260967
14	12	1997	1.9	5.19	0.41	0.4512565545839372
15	12	1997	0.49	4.0	0.53	0.4156382844586688
16	12	1997	-0.0	3.01	0.73	0.40145638156958774
17	12	1997	-1.04	1.4	2.9	0.2508673635908545
18	12	1997	1.85	4.92	15.23	0.3175935372264348
19	12	1997	2.93	4.54	5.51	0.21456805924451278
20	12	1997	3.72	6.76	1.4	0.35781797704051027
21	12	1997	3.68	6.75	0.26	0.44375248054497995
22	12	1997	2.81	3.73	1.95	0.16027192859699407
23	12	1997	2.72	9.62	5.28	0.7568625310068627
24	12	1997	5.92	10.33	10.75	0.5173686620317722
25	12	1997	3.91	7.67	9.48	0.4684993572531635
26	12	1997	3.29	6.07	3.13	0.3602647448268388
27	12	1997	3.32	5.29	2.02	0.2713297782496242
28	12	1997	2.73	5.57	5.56	0.3442936361105253
29	12	1997	2.59	4.85	1.16	0.26609257129708735
30	12	1997	4.03	6.98	6.27	0.34070442960358494
31	12	1997	1.57	8.48	1.78	0.7620414406355354
1	1	1998	0.55	6.9	9.31	0.5698009120259196
2	1	1998	3.58	5.53	2.78	0.3683900633061277
3	1	1998	2.22	7.73	18.76	0.5278498538686409
4	1	1998	0.46	4.69	8.07	0.3773521357753579
5	1	1998	0.1	2.75	0.79	0.3588620876191872
6	1	1998	-1.85	2.69	3.81	0.3534241847451277
7	1	1998	1.62	3.97	5.62	0.2628802441073584
8	1	1998	1.26	8.45	14.27	0.6754863061284875
9	1	1998	6.8	10.65	0.56	0.44758757037083063
10	1	1998	5.8	9.73	0.1	0.513667954076073
11	1	1998	4.65	8.12	0.73	0.4867302320794562
12	1	1998	6.87	8.9	2.82	0.31039377895265646
13	1	1998	6.39	7.48	11.19	0.16754054928944856
14	1	1998	2.82	6.17	6.9	0.44071908538495685
15	1	1998	2.37	6.42	5.09	0.47694966240418774
16	1	1998	1.65	4.8	2.52	0.5738256619371809
17	1	1998	3.35	5.79	3.45	0.31260262184248205
18	1	1998	3.04	4.49	16.25	0.20957620166942936
19	1	1998	-1.32	3.7	1.29	0.5919988931355789
20	1	1998	-1.82	2.76	0.07	0.5208244167794772
21	1	1998	-0.87	1.89	3.29	0.2769252473441435
22	1	1998	1.94	4.65	1.66	0.33289727999958485
23	1	1998	-1.77	3.18	0.77	0.4875651345866269
24	1	1998	-1.52	3.5	0.25	0.6417801948626237
25	1	1998	-2.11	2.82	0.07	0.7285981403148216
26	1	1998	-1.73	2.11	0.27	0.44546674068322434
27	1	1998	-2.45	1.12	0.06	0.40226561435568386
28	1	1998	-2.42	2.73	0.15	0.5832686310500083
29	1	1998	-0.88	3.3	0.1	0.6587128651234868
30	1	1998	-2.26	3.53	0.32	0.7577920031556556
31	1	1998	-1.85	2.48	1.13	0.4154126664181378
1	2	1998	-2.02	1.35	0.78	0.4000426250269459
2	2	1998	-1.56	2.73	0.15	0.662995141109054
3	2	1998	-2.7	3.59	0.16	0.7108374431828945
4	2	1998	2.59	5.16	0.93	0.4857835920881125
5	2	1998	4.08	7.05	0.58	0.5107177598239245
6	2	1998	4.02	6.36	3.99	0.3608306383428925
7	2	1998	0.75	4.12	0.39	0.6249588124370014
8	2	1998	1.64	7.45	1.06	0.6550651480475657
9	2	1998	6.73	9.16	1.11	0.42997773852839166
10	2	1998	7.08	8.83	3.11	0.4428883189186202
11	2	1998	6.84	10.8	1.45	0.6145596513097911
12	2	1998	8.55	12.19	0.69	0.5581274623601842
13	2	1998	7.34	12.9	0.29	0.8556485556840993
14	2	1998	5.47	12.14	0.44	0.8290716379127936
15	2	1998	7.38	10.45	0.38	0.6828784888647944
16	2	1998	3.29	8.08	1.19	0.5767594301975834
17	2	1998	2.7	8.94	0.3	0.850134700492599
18	2	1998	3.69	8.19	0.09	0.8052566130692591
19	2	1998	3.91	9.66	0.54	0.8403863616676085
20	2	1998	5.74	10.58	0.93	0.6683499968295333
21	2	1998	3.79	8.38	3.22	0.7636916170770311
22	2	1998	1.58	7.08	0.28	1.1789177296692868
23	2	1998	5.12	9.01	0.93	0.5693837828883468
24	2	1998	5.12	10.23	0.18	1.0823500690850434
25	2	1998	5.1	7.74	0.42	0.7911568603943928
26	2	1998	4.35	8.14	0.9	0.8678452814988272
27	2	1998	1.5	7.21	3.1	0.848375635924546
28	2	1998	-0.47	1.73	4.4	0.7107361169304225
1	3	1998	-1.38	3.55	5.18	0.8008417010360644
2	3	1998	2.4	6.15	4.24	0.9373819961725889
3	3	1998	1.98	9.87	16.81	1.1372507671247356
4	3	1998	0.51	4.3	8.04	1.1544830858766844
5	3	1998	0.15	4.21	3.79	1.0640045770666429
6	3	1998	-0.06	6.38	22.82	0.7996422057611415
7	3	1998	5.06	7.51	6.05	0.7755715636742433
8	3	1998	-3.31	4.3	0.62	1.1864537983972276
9	3	1998	-3.85	3.66	0.94	1.3409840354817069
10	3	1998	-0.81	7.05	7.24	0.9721239472134711
11	3	1998	-0.59	6.7	2.0	1.58502451434224
12	3	1998	-2.36	5.47	3.17	0.9782077992728582
13	3	1998	3.41	8.44	0.36	1.1860758859391858
14	3	1998	2.56	10.18	0.15	1.7784175309169719
15	3	1998	5.72	8.65	0.21	1.0129658382298627
16	3	1998	5.53	8.38	0.43	0.8337718413124886
17	3	1998	5.4	9.66	0.49	1.3054073715833745
18	3	1998	2.97	8.04	0.27	1.3438141655789224
